,model_name,WELT,AP,XPILL,FLANGE,IA,GIMP,SE,FBD,IB,OA,OB,AC,CU,CB,CZ,BB,BZ,BP,DECK,FARM,TARM,IW,SKT,FSKT,BSKT,OT,SBD,OEPAN,DENIM,BORDER,FB,HB,TBD,OS-RAIL,IS-RAIL,LEG,SKIRT,SSKT,real_names,num_options,YF,0=0,]KK,]KV,[KK,[KKQU,[KKKNJ,[KV,[KVQU,[KVKNJ,ZKK,ZKV,KNJ,],[,[KNJ,Z,FXQI,FKNJ,[QU,QU,[qKNJ,KK,KV,WKK,WKV,RKK,RKV,[KKqWQ,[KKqJI,[KKqG,[KVqWQ,[KVqJI,[KVqG,MKK,MKV,WKKqWQ,WKKqJI,WKKqG,WKVqWQ,WKVqJI,WKVqG,]qKK,]qKV,RqKK,RqKV,MTX,JIKTMX,WQNK]Q,mM~INM,]MTX,[MTX,KVqjZU,[qMQ,][,[QUK,[KVQUK,[KKQUK,LHTQI,[qKK,[qKV,]qN[KK,]qN[KV,[qN[KK,[qN[KV,KKKNJ,KVKNJ,N[qKK,N[qKV,NMI~m,ONO]TQ,GXQGXI,]ZNO,[ZNO,[KKNJ,[Z,PTIXK,[FXQI,]KPQXJ,M,I,OO]TQJ,OO]TQ,QUK,[qQUK,KVqkMZ,KVqOin,KKZNO,KVZNO,]KKZNO,]KVZNO,[KKZNO,[KVZNO,ZKKZNO,ZKVZNO,ONFXQI,OFKNJ,]O,[O,ZO,[XOZU,HVH]KY,MNQD,GTOYXO,GTODQ,YXZR,]YXOTP,]KPZ]M,FM]OX,]ZMJ,YXR,lgnhn,YXOTP,IUTZR,jhmgj,N[KK,N[KKKN,N[KV,N[KVKN,W][qN[,N[~YXO,]N[qKK,]N[qKV,[N[qKK,[N[qKV,ZL,LQqINM,JXYR,JXYXZR,IUTO,TOJXIJ,]j,Fnm,Fnl,Fnk,Fne,Fmn,Fnj,Fni,Fnh
656,FnjKV,88,44,0,0,0,0,78,0,33,0,26,0,127,104,0,35,11,12,2,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,W04RG,12,0.0,641.4881521739131,544.69625,544.69625,544.69625,0.0,544.69625,544.69625,0.0,544.69625,544.69625,544.69625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544.69625,544.69625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
657,FnjKUU,88,44,22,0,13,0,50,0,11,13,13,0,63,65,0,18,11,11,1,13,11,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,W04RHH,12,0.0,701.2426190476191,587.772972972973,569.0018421052631,587.772972972973,0.0,587.772972972973,569.0018421052631,0.0,569.0018421052631,587.772972972973,569.0018421052631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569.0018421052631,587.772972972973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
658,FnjKQm,104,52,26,0,15,0,75,0,52,15,60,0,60,45,26,43,13,15,0,15,13,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,W04RL1,13,0.0,565.6434782608695,525.7423913043478,525.7423913043478,525.7452173913043,522.2669565217391,525.7452173913043,525.7452173913043,525.7452173913043,525.7452173913043,525.7423913043478,525.7423913043478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525.7423913043478,525.7423913043478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
659,FnjJm,104,52,26,0,15,0,45,0,39,15,45,0,45,45,26,43,13,15,1,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W04S1,13,0.0,862.0400000000001,718.01575,718.01575,718.0185,718.0185,718.0185,718.0185,718.0185,718.0185,718.01575,718.01575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,718.01575,718.01575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
660,FnjJl,104,52,26,0,15,0,27,0,27,15,27,0,15,43,13,43,13,15,1,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W04S2,13,0.0,841.191935483871,669.6682352941177,669.6682352941177,669.6682352941177,669.6682352941177,669.6682352941177,669.6682352941177,669.6682352941177,669.6682352941177,507.4406451612903,507.4406451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,669.6682352941177,669.6682352941177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
661,FnjJk,104,52,26,0,15,0,35,0,39,15,35,0,30,43,13,39,13,13,1,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W04S3,13,0.0,688.8168852459016,623.4134210526315,623.4134210526315,542.4205555555556,542.4205555555556,542.4205555555556,542.4205555555556,542.4205555555556,542.4205555555556,542.4205555555556,547.3539999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623.4134210526315,623.4134210526315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
662,Fni]Z,88,44,0,0,0,0,26,0,11,0,13,0,13,39,11,33,11,11,2,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,W05AC,12,0.0,373.79318181818184,293.89222222222224,293.89222222222224,293.89222222222224,0.0,293.89222222222224,293.89222222222224,0.0,293.89222222222224,293.89222222222224,293.89222222222224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.89222222222224,293.89222222222224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1087.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
663,Fni]Qm,88,44,0,0,0,0,52,0,33,0,39,0,39,39,22,37,11,13,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,W05AL1,11,0.0,560.4564285714285,471.9847222222222,471.9847222222222,471.9847222222222,0.0,471.9847222222222,471.9847222222222,0.0,471.9847222222222,471.9847222222222,471.9847222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471.9847222222222,471.9847222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
664,Fni]QJ,88,44,0,0,0,0,31,0,22,0,18,0,13,39,11,33,11,11,2,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,W05ALS,12,0.0,459.52425531914895,401.92533333333336,401.92533333333336,343.4667857142857,0.0,343.4667857142857,343.4667857142857,0.0,343.4667857142857,343.4667857142857,343.4667857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401.92533333333336,401.92533333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
665,Fni[,32,0,0,0,0,0,10,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W05B,4,0.0,387.83166666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401.9264285714285,401.9264285714285,401.9264285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
666,FniZZ,88,44,22,0,0,0,13,0,22,0,26,0,13,26,11,55,22,22,2,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,W05CC,12,0.0,566.0610416666667,473.86242424242425,473.86242424242425,473.85848484848486,0.0,473.85848484848486,473.85848484848486,0.0,473.85848484848486,473.85848484848486,473.85848484848486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473.86242424242425,473.86242424242425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2036.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
667,FniZU,104,0,0,0,15,0,15,0,13,15,15,0,15,43,13,39,13,26,1,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W05CH,13,0.0,536.1532558139535,403.52884615384613,403.52884615384613,403.52846153846156,403.52846153846156,403.52846153846156,403.52846153846156,403.52846153846156,403.52846153846156,403.5269230769231,403.5269230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403.52884615384613,403.52884615384613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
668,FniQ]m,104,52,26,0,15,0,75,0,52,15,60,0,60,45,26,57,13,30,0,15,13,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,W05LA1,13,0.0,708.3328865979381,655.1944680851063,655.1944680851063,639.1304081632653,639.1304081632653,639.1304081632653,639.1304081632653,639.1304081632653,639.1304081632653,655.1944680851063,655.1944680851063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,655.1944680851063,655.1944680851063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
669,FniQ]U,104,52,26,0,15,0,75,0,13,15,15,0,89,90,0,39,13,13,2,15,13,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,W05LAH,14,0.0,602.9997701149425,516.9220930232558,516.9220930232558,516.9220930232558,516.9220930232558,516.9220930232558,516.9220930232558,516.9220930232558,516.9220930232558,516.9220930232558,516.9220930232558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516.9220930232558,516.9220930232558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
670,FniQ]Q,104,52,26,0,15,0,50,0,39,15,35,0,30,43,13,39,13,13,1,15,13,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,W05LAL,13,0.0,601.8880597014926,548.193,548.193,505.58394736842104,505.58394736842104,505.58394736842104,505.58394736842104,505.58394736842104,505.58394736842104,505.58394736842104,505.58394736842104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548.193,548.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
671,FniQ]J,104,52,26,0,15,0,65,0,52,15,50,0,45,43,13,39,13,13,1,15,13,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,W05LAS,13,0.0,658.1619480519481,610.6079545454545,610.6079545454545,547.1138095238096,547.1138095238096,547.1138095238096,547.1138095238096,547.1138095238096,547.1138095238096,547.1138095238096,547.1138095238096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610.6079545454545,610.6079545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
672,FniQZm,104,52,26,0,15,0,45,0,65,15,75,0,60,45,26,117,39,60,0,15,13,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,W05LC1,13,0.0,713.1007826086956,666.4741818181818,666.4741818181818,652.2689473684211,652.2689473684211,652.2689473684211,652.2689473684211,652.2689473684211,652.2689473684211,666.4741818181818,666.4741818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666.4741818181818,666.4741818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
673,FniQZJ,104,52,26,0,15,0,35,0,65,15,65,0,30,43,13,91,39,39,1,15,13,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,W05LCS,13,0.0,692.029875,621.8837254901961,621.8837254901961,560.1161224489796,560.1161224489796,560.1161224489796,560.1161224489796,560.1161224489796,560.1161224489796,560.1161224489796,560.1161224489796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,621.8837254901961,621.8837254901961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
