,model_name,WELT,IB,BB,OB,SE,FB,AC,CB,AP,IA,OA,STBK,XPILL,BZ,CZ,BP,CU,DECK,TARM,FARM,FBD,SKT,DENIM,SBD,OEPAN,LEG,FSKT,HB,BORDER,OT,FP,TBD,SSKT,BSKT,OS-RAIL,FLANGE,IS-RAIL,real_names,num_options,OO]TQ,0=0,KK,KV,MGJ,MQUJ,],[,[QU,[KNJ,]KK,]KV,[KK,[KV,[KKKNJ,[KVKNJ,ZKK,ZKV,Z,[KKQU,[KVQU,[KQU,KNJ,FXQI,LHNIX,KKqWY,KVqWY,[KVQUK,[KKQUK,KKqFN[,KVqFN[,KKqZNO,KVqZNO,]KKZNO,]KVZNO,[KKZNO,[KVZNO,ZKKZNO,ZKVZNO,KVqTOJ,ONFXQI,YXOTP,[KKNJ,YXZR,HVH]KY,ZLJ,]KPZ]M,]qlZH,ZL,]Z,]ZMJ,lq[]OY,P]KRXK,GXQGXI,[]OY,kq[]OY,jq[]OY,hq[]OY,JXYR,KKqN[,KVqN[,MNQD,JXYXZR,FUTIX,WQNK]Q,JIKTMX,jgjmk,KKN[,KVN[,N[,KKqTOJ,QTOTOV
202,ennkqZU,77,13,46,13,24,0,0,54,0,13,13,0,0,22,22,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9003-CH,11,0.0,472.16375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.7542307692308,339.12925925925924,381.7542307692308,339.12925925925924,381.7542307692308,339.12925925925924,381.7542307692308,339.12925925925924,0.0,381.7542307692308,339.12925925925924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,ennk],77,13,0,13,13,0,0,54,0,13,13,0,0,0,22,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9003A,12,0.0,428.442380952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.6610526315789,311.50315789473683,324.6610526315789,311.50315789473683,324.6610526315789,311.50315789473683,324.6610526315789,311.50315789473683,0.0,324.6610526315789,311.50315789473683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,ennhYqZU,42,13,0,8,8,0,12,0,8,8,8,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9006D-CH,7,0.0,359.38,0.0,0.0,0.0,0.0,323.5155555555555,323.5155555555555,323.5155555555555,323.5155555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.5155555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,948.195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,enneqmJ,91,45,0,45,45,0,0,90,52,15,15,0,52,0,78,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9009-1S,13,0.0,693.744938271605,539.4253658536585,539.4253658536585,0.0,0.0,0.0,0.0,0.0,0.0,539.4253658536585,539.4253658536585,539.4253658536585,539.4253658536585,539.4253658536585,539.4253658536585,539.4253658536585,539.4253658536585,0.0,539.4253658536585,539.4253658536585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,enneqJ,91,30,0,30,30,0,0,86,52,15,15,0,26,0,26,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9009-S,13,0.0,677.9905357142858,498.777,498.777,0.0,0.0,0.0,0.0,0.0,0.0,498.777,498.777,498.777,498.777,498.777,498.777,498.777,498.777,0.0,498.777,498.777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,enmmqJ,77,26,0,26,26,0,0,54,44,13,13,0,33,0,22,0,13,0,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9011-S,11,0.0,946.1962295081968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,693.6416129032258,671.1899999999999,693.6416129032258,671.1899999999999,693.6416129032258,671.1899999999999,693.6416129032258,671.1899999999999,0.0,693.6416129032258,671.1899999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,enmlqZQ,63,22,19,11,44,0,0,88,47,0,0,0,1,0,0,9,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9012-CL,10,0.0,532.9682051282051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.9594285714286,447.1022857142857,448.30371428571425,447.4465714285714,448.30371428571425,447.4465714285714,447.888,447.03085714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,enmlqXJ,63,22,41,22,22,0,18,46,47,22,11,0,18,0,18,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9012-ES,9,0.0,507.7281578947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403.25216216216216,388.33324324324326,403.2227027027027,388.3037837837838,403.2227027027027,388.3037837837838,403.2421621621621,388.3232432432432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,enmlqJ,63,22,41,22,22,0,20,46,47,22,11,0,18,0,18,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9012-S,9,0.0,468.7516666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.70324324324326,359.78432432432436,374.70324324324326,359.78432432432436,374.70324324324326,359.78432432432436,374.70324324324326,359.78432432432436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,enmkqmJ,77,26,66,26,39,0,44,78,57,22,13,0,22,0,44,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9013-1S,11,0.0,534.7779518072289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414.4393617021277,414.4393617021277,414.4393617021277,414.4393617021277,414.4393617021277,414.4393617021277,414.4393617021277,414.4393617021277,0.0,414.4393617021277,414.4393617021277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,enmkqJ,77,26,33,26,26,0,22,54,57,11,13,0,11,0,22,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9013-S,11,0.0,432.78640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.0867647058824,327.4102941176471,344.0867647058824,327.4102941176471,344.0867647058824,327.4102941176471,344.0867647058824,327.4102941176471,0.0,344.0867647058824,327.4102941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,enmfqZU,49,10,0,20,10,0,0,42,0,9,10,0,0,0,18,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9018-CH,9,0.0,345.3730303030303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.04499999999996,302.54499999999996,318.37649999999996,319.7494117647059,334.45529411764704,319.7494117647059,0.0,0.0,0.0,334.45529411764704,319.7494117647059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,enlhqmJ,91,45,45,45,45,0,0,90,52,15,15,0,13,0,52,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9026-1S,13,0.0,781.7355294117648,625.4764102564103,625.4764102564103,0.0,0.0,0.0,0.0,0.0,0.0,625.4764102564103,625.4764102564103,625.4764102564103,625.4764102564103,625.4764102564103,625.4764102564103,625.4764102564103,625.4764102564103,0.0,625.4764102564103,625.4764102564103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,enlhqZU,77,13,22,13,13,0,0,86,0,13,13,0,0,0,44,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9026-CH,11,0.0,449.968085106383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.5074074074074,308.248,330.5074074074074,308.248,330.5074074074074,308.248,330.5074074074074,308.248,0.0,330.5074074074074,308.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,enlhqJ,91,45,45,45,45,0,0,152,52,15,15,0,13,0,26,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9026-S,13,0.0,644.1403488372093,502.94289473684216,502.94289473684216,0.0,0.0,0.0,0.0,0.0,0.0,502.94289473684216,502.94289473684216,499.222619047619,499.222619047619,499.222619047619,499.222619047619,499.222619047619,499.222619047619,0.0,499.222619047619,499.222619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,enkmqXJ,91,30,112,30,45,0,0,164,67,15,15,0,26,52,52,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9031-ES,13,0.0,696.4017204301075,489.4381132075472,489.4381132075472,0.0,0.0,0.0,0.0,0.0,0.0,489.4381132075472,489.4381132075472,489.4381132075472,489.4381132075472,489.4381132075472,489.4381132075472,489.4381132075472,489.4381132075472,0.0,489.4381132075472,489.4381132075472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,enkmqJ,91,30,112,30,45,0,0,164,67,15,15,0,26,52,52,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9031-S,13,0.0,635.6668817204302,451.34792452830186,451.34792452830186,0.0,0.0,0.0,0.0,0.0,0.0,451.34792452830186,451.34792452830186,451.34792452830186,451.34792452830186,451.34792452830186,451.34792452830186,451.34792452830186,451.34792452830186,0.0,451.34792452830186,451.34792452830186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,enkkqZU,77,22,0,13,26,0,0,96,44,22,13,0,0,0,44,0,13,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9033-CH,11,0.0,273.70392857142855,230.18,230.18,0.0,0.0,0.0,0.0,0.0,0.0,230.18,230.18,230.18,230.18,230.18,230.18,230.18,230.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,enkjqZU,91,26,26,15,15,0,52,112,0,15,15,0,0,0,52,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9034-CH,13,0.0,438.48900000000003,355.5959375,355.5959375,0.0,0.0,0.0,0.0,0.0,0.0,355.5959375,355.5959375,355.5959375,355.5959375,355.5959375,355.5959375,355.5959375,355.5959375,0.0,355.5959375,355.5959375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,enkjqZQ,78,6,6,8,18,0,12,32,0,8,8,0,0,0,12,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9034-CL,7,0.0,475.19199999999995,0.0,0.0,0.0,0.0,370.0165517241379,370.0165517241379,370.0165517241379,370.0165517241379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.0165517241379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,enkjqJ,91,20,26,27,27,0,26,86,52,15,15,0,13,0,26,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9034-S,13,0.0,650.137090909091,506.4087878787878,506.4087878787878,0.0,0.0,0.0,0.0,0.0,0.0,506.4087878787878,506.4087878787878,470.97749999999996,470.97749999999996,470.97749999999996,470.97749999999996,383.03433333333334,383.03433333333334,0.0,470.97749999999996,470.97749999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,enkjMqZU,91,13,26,15,15,0,0,112,0,15,15,0,0,0,52,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9034P-CH,13,0.0,447.2642222222222,354.87074074074076,354.87074074074076,0.0,0.0,0.0,0.0,0.0,0.0,354.87074074074076,354.87074074074076,354.87074074074076,354.87074074074076,354.87074074074076,354.87074074074076,354.87074074074076,354.87074074074076,0.0,354.87074074074076,354.87074074074076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,enkjMqJ,91,27,26,27,27,0,0,86,52,15,15,0,13,0,26,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9034P-S,13,0.0,747.0722222222222,582.296129032258,582.296129032258,0.0,0.0,0.0,0.0,0.0,0.0,582.296129032258,582.296129032258,582.296129032258,582.296129032258,582.296129032258,582.296129032258,400.9378571428571,400.9378571428571,0.0,582.296129032258,582.296129032258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,enkhqZU,91,15,0,15,15,0,0,86,0,13,15,0,0,0,26,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9036-CH,13,0.0,457.34769230769234,362.50857142857143,362.50857142857143,0.0,0.0,0.0,0.0,0.0,0.0,362.50857142857143,362.50857142857143,362.50857142857143,362.50857142857143,362.50857142857143,362.50857142857143,362.50857142857143,362.50857142857143,0.0,362.50857142857143,362.50857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,enkhqJV,91,15,0,15,15,0,0,86,0,13,15,0,0,0,26,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9036-SG,13,0.0,487.0971794871795,379.96714285714285,379.96714285714285,0.0,0.0,0.0,0.0,0.0,0.0,379.96714285714285,379.96714285714285,379.96714285714285,379.96714285714285,379.96714285714285,379.96714285714285,379.96714285714285,379.96714285714285,0.0,379.96714285714285,379.96714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,enjmqJ,91,30,86,30,30,0,0,86,52,15,15,0,13,26,26,15,15,0,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9041-S,13,0.0,833.5226923076923,605.56875,605.56875,0.0,0.0,0.0,0.0,0.0,0.0,605.56875,605.56875,605.56875,605.56875,605.56875,605.56875,605.56875,605.56875,0.0,605.56875,605.56875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,enjkqZU,77,11,56,13,17,0,22,64,11,11,13,0,0,22,22,11,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9043-CH,12,0.0,454.3602040816327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372.6718181818182,343.33344827586205,365.688,337.3412903225806,372.6718181818182,343.33344827586205,372.6718181818182,343.33344827586205,0.0,372.6718181818182,343.33344827586205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,enjkqJ,91,39,72,35,35,0,26,90,65,13,15,0,13,26,26,26,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9043-S,13,0.0,474.29148648648646,496.5190476190476,430.9746153846154,0.0,0.0,0.0,0.0,0.0,0.0,496.5190476190476,421.16,435.60925,364.91847826086956,435.60925,364.91847826086956,435.60900000000004,364.91826086956524,0.0,435.60925,364.91847826086956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,enjjqZU,91,52,13,15,15,0,0,86,15,13,15,0,0,0,26,0,60,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9044-CH,14,0.0,388.0961111111111,325.9962068965517,325.9962068965517,0.0,0.0,0.0,0.0,0.0,0.0,325.9962068965517,325.9962068965517,325.9962068965517,325.9962068965517,325.9962068965517,325.9962068965517,325.9962068965517,325.9962068965517,0.0,325.9962068965517,325.9962068965517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,enjiqlJ,91,30,86,30,30,0,26,86,52,15,15,0,0,26,26,15,15,0,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9045-2S,13,0.0,653.4598734177215,483.1517073170732,483.1517073170732,0.0,0.0,0.0,0.0,0.0,0.0,483.1517073170732,483.1517073170732,483.16487804878045,483.16487804878045,483.16487804878045,483.16487804878045,483.16512195121953,483.16512195121953,0.0,483.16487804878045,483.16487804878045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,enjgqY[,63,0,0,0,30,0,0,0,10,9,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9047-DB,9,0.0,1014.8421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,913.6914285714286,748.33,913.6914285714286,748.33,913.6914285714286,748.33,913.6914285714286,748.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,enjgqXJ,77,33,0,26,65,0,0,0,0,33,13,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9047-ES,11,0.0,1519.4205263157896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1276.838181818182,1276.838181818182,1276.838181818182,1276.838181818182,1276.838181818182,1276.838181818182,1276.838181818182,1276.838181818182,0.0,1276.838181818182,1276.838181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
